debtor_id,age,gender,region,original_amount,days_past_due,collection_status,amount_recovered,outstanding_amount,strategy_used,contact_attempts,contact_success_count,recovery_time_days,credit_score,income_level,employment_status,loan_id,days_past_due_group,collection_rate,contact_efficiency
402,25,여성,포천시,20034465,241,성공,19222573,811892,전화,8,1,224.0,894,7256,직장인,L0402,90일 이상,0.9594752343024883,2402821.625
403,21,남성,철원군,31270406,206,실패,0,31270406,전화,8,0,,628,5728,직장인,L0403,90일 이상,0.0,0.0
404,26,여성,계룡시,22154158,112,성공,16320664,5833494,방문,3,0,13.0,495,5022,직장인,L0404,90일 이상,0.7366862690064773,5440221.333333333
405,60,여성,수원시 영통구,35938298,323,성공,27119244,8819054,방문,10,2,210.0,429,5962,직장인,L0405,90일 이상,0.754605685555838,2711924.4
406,32,여성,금산군,43692652,174,성공,23852883,19839769,전화,6,0,16.0,476,4716,무직,L0406,90일 이상,0.5459243581735437,3975480.5
407,28,여성,양구군,14068132,295,실패,0,14068132,전화,10,0,,683,6938,직장인,L0407,90일 이상,0.0,0.0
408,25,남성,원주시,49316992,209,실패,0,49316992,전화,8,0,,816,6454,직장인,L0408,90일 이상,0.0,0.0
409,45,여성,계룡시,14472851,135,성공,9397620,5075231,전화,5,0,75.0,859,3938,자영업,L0409,90일 이상,0.6493274891035636,1879524.0
410,62,남성,춘천시,11552151,45,성공,11182377,369774,문자,1,0,13.0,906,4764,직장인,L0410,30일~90일,0.9679908962408819,11182377.0
411,27,여성,춘천시,22130756,49,성공,11395954,10734802,문자,1,0,12.0,881,5734,무직,L0411,30일~90일,0.5149374020480819,11395954.0
412,27,여성,태백시,19061318,276,성공,14094096,4967222,전화,9,0,57.0,822,3996,직장인,L0412,90일 이상,0.7394082612755319,1566010.6666666667
413,53,여성,이천시,30435089,152,실패,0,30435089,방문,5,0,,552,3056,직장인,L0413,90일 이상,0.0,0.0
414,51,남성,진천군,2710073,58,성공,1615899,1094174,문자,4,0,29.0,605,3039,직장인,L0414,30일~90일,0.5962566322014204,403974.75
415,27,여성,오산시,22376763,193,성공,17687381,4689382,전화,6,0,16.0,848,6243,직장인,L0415,90일 이상,0.7904351938660654,2947896.8333333335
416,48,여성,청주시 흥덕구,43145390,350,실패,0,43145390,전화,12,2,,722,4488,직장인,L0416,90일 이상,0.0,0.0
417,69,남성,안산시,30494974,235,실패,0,30494974,전화,8,0,,937,2771,자영업,L0417,90일 이상,0.0,0.0
418,32,여성,고양시 덕양구,45167927,97,실패,0,45167927,전화,4,0,,816,6045,직장인,L0418,90일 이상,0.0,0.0
419,41,여성,남양주시,36041897,181,성공,19706659,16335238,전화,8,1,180.0,655,6762,자영업,L0419,90일 이상,0.546770859480565,2463332.375
420,35,여성,괴산군,20129955,257,실패,0,20129955,방문,9,3,,612,7068,자영업,L0420,90일 이상,0.0,0.0
421,34,여성,안산시 상록구,24752877,39,실패,0,24752877,문자,1,0,,473,4662,자영업,L0421,30일~90일,0.0,0.0
422,46,남성,용인시 처인구,3624753,136,성공,2131998,1492755,전화,6,0,123.0,720,3626,무직,L0422,90일 이상,0.5881774565053123,355333.0
423,30,남성,청주시 상당구,27743886,305,실패,0,27743886,전화,11,0,,883,5143,자영업,L0423,90일 이상,0.0,0.0
424,45,남성,수원시,655483,145,성공,402841,252642,전화,5,1,19.0,559,7073,직장인,L0424,90일 이상,0.6145712398338324,80568.2
425,56,남성,계룡시,9209997,164,성공,7399499,1810498,전화,6,0,152.0,697,7606,자영업,L0425,90일 이상,0.8034203485625456,1233249.8333333333
426,40,여성,청주시 서원구,969000,92,성공,907222,61778,방문,3,0,40.0,486,5044,직장인,L0426,90일 이상,0.9362456140350878,302407.3333333333
427,38,남성,속초시,6155289,72,성공,5430653,724636,문자,3,0,52.0,942,6004,직장인,L0427,30일~90일,0.8822742522731264,1810217.6666666667
428,63,여성,보령시,28197442,71,성공,24110313,4087129,문자,4,0,61.0,642,4910,직장인,L0428,30일~90일,0.8550531995065368,6027578.25
429,51,남성,고양시 일산동구,32152725,85,성공,21463146,10689579,문자,3,0,82.0,573,2800,무직,L0429,30일~90일,0.6675373860224911,7154382.0
430,52,남성,광주시,8136367,77,성공,6366272,1770095,전화,4,0,69.0,728,7946,자영업,L0430,30일~90일,0.782446514519318,1591568.0
431,34,여성,고양시 일산서구,35169525,281,실패,0,35169525,전화,10,0,,753,3384,직장인,L0431,90일 이상,0.0,0.0
432,47,남성,충주시,46295055,9,성공,29481042,16814013,전화,3,0,2.0,634,4706,직장인,L0432,30일 미만,0.6368075812848694,9827014.0
433,53,여성,진천군,5898763,280,실패,0,5898763,방문,10,0,,794,3394,직장인,L0433,90일 이상,0.0,0.0
434,27,여성,정선군,48081571,235,성공,28988562,19093009,방문,8,1,71.0,743,3486,직장인,L0434,90일 이상,0.6029038027896385,3623570.25
435,49,여성,양양군,23530385,66,성공,23000088,530297,전화,1,0,56.0,547,6157,직장인,L0435,30일~90일,0.9774633096738536,23000088.0
436,35,남성,양주시,8637108,119,실패,0,8637108,전화,5,0,,596,5979,직장인,L0436,90일 이상,0.0,0.0
437,22,남성,아산시,27268043,133,실패,0,27268043,전화,5,0,,434,6412,직장인,L0437,90일 이상,0.0,0.0
438,69,여성,금산군,5732790,46,실패,0,5732790,문자,3,0,,513,2226,자영업,L0438,30일~90일,0.0,0.0
439,44,여성,화천군,39988246,347,성공,21776382,18211864,방문,12,5,321.0,506,5354,직장인,L0439,90일 이상,0.5445695717686643,1814698.5
440,41,남성,연천군,34982999,128,성공,34098476,884523,전화,6,0,110.0,655,3584,직장인,L0440,90일 이상,0.974715632584845,5683079.333333333
441,52,남성,평택시,26028230,122,실패,0,26028230,방문,4,0,,533,5071,직장인,L0441,90일 이상,0.0,0.0
442,29,여성,수원시 팔달구,48684877,27,성공,42023977,6660900,문자,1,0,9.0,674,3291,직장인,L0442,30일 미만,0.8631833864959749,42023977.0
443,57,남성,옥천군,7133037,301,성공,4423677,2709360,방문,11,0,167.0,884,5727,자영업,L0443,90일 이상,0.6201673985428647,402152.45454545453
444,37,남성,수원시,48944190,205,실패,0,48944190,방문,6,0,,867,5622,직장인,L0444,90일 이상,0.0,0.0
445,51,남성,고양시 일산서구,29367180,286,성공,26480921,2886259,전화,10,1,257.0,530,4477,직장인,L0445,90일 이상,0.9017182106010859,2648092.1
446,53,남성,수원시 권선구,44957128,174,성공,35233280,9723848,전화,7,0,50.0,759,2190,직장인,L0446,90일 이상,0.7837084255026255,5033325.714285715
447,32,여성,아산시,6814450,240,실패,0,6814450,전화,7,2,,462,6197,직장인,L0447,90일 이상,0.0,0.0
448,22,여성,고양시,46294391,90,성공,41348868,4945523,문자,3,0,66.0,692,5817,자영업,L0448,90일 이상,0.8931723067703817,13782956.0
449,57,여성,청양군,20317423,132,실패,0,20317423,전화,7,0,,928,4894,자영업,L0449,90일 이상,0.0,0.0
450,39,여성,김포시,28459840,175,실패,0,28459840,방문,6,0,,925,7822,직장인,L0450,90일 이상,0.0,0.0
451,20,여성,보령시,25173959,70,실패,0,25173959,문자,2,0,,858,3685,자영업,L0451,30일~90일,0.0,0.0
452,37,남성,동두천시,10559044,235,실패,0,10559044,방문,7,0,,648,7927,직장인,L0452,90일 이상,0.0,0.0
453,60,남성,안산시 상록구,11632870,214,실패,0,11632870,방문,5,0,,549,7160,직장인,L0453,90일 이상,0.0,0.0
454,52,여성,안산시 상록구,12287400,126,성공,7238961,5048439,방문,5,0,46.0,823,2415,직장인,L0454,90일 이상,0.5891369207480834,1447792.2
455,29,여성,안성시,10660109,145,성공,5655911,5004198,전화,5,0,101.0,551,2448,직장인,L0455,90일 이상,0.530567839409522,1131182.2
456,22,여성,양구군,37437419,315,실패,0,37437419,전화,11,0,,620,3071,직장인,L0456,90일 이상,0.0,0.0
457,39,여성,태안군,25836577,322,실패,0,25836577,전화,11,0,,596,5877,직장인,L0457,90일 이상,0.0,0.0
458,42,남성,용인시,33704744,188,실패,0,33704744,방문,7,0,,813,5381,직장인,L0458,90일 이상,0.0,0.0
459,25,남성,용인시 처인구,32673517,124,실패,0,32673517,전화,3,0,,605,5864,무직,L0459,90일 이상,0.0,0.0
460,68,여성,보은군,13235553,171,성공,8408709,4826844,방문,7,0,73.0,420,2794,직장인,L0460,90일 이상,0.6353122532923257,1201244.142857143
461,46,여성,삼척시,4139591,177,성공,3734178,405413,방문,6,0,89.0,644,6505,무직,L0461,90일 이상,0.902064479316918,622363.0
462,40,남성,제천시,40945687,101,실패,0,40945687,전화,2,0,,665,5148,직장인,L0462,90일 이상,0.0,0.0
463,29,여성,안양시 동안구,23695477,131,성공,13305048,10390429,전화,5,0,130.0,460,3398,직장인,L0463,90일 이상,0.56150158952276,2661009.6
464,52,남성,수원시 영통구,30156972,160,실패,0,30156972,전화,6,0,,942,3254,직장인,L0464,90일 이상,0.0,0.0
465,20,남성,안산시 단원구,612279,252,성공,554978,57301,전화,10,0,99.0,629,3856,직장인,L0465,90일 이상,0.9064135794302924,55497.8
466,26,남성,음성군,16849106,313,실패,0,16849106,전화,10,5,,784,6024,직장인,L0466,90일 이상,0.0,0.0
467,24,남성,하남시,47432037,275,실패,0,47432037,방문,9,0,,781,2511,직장인,L0467,90일 이상,0.0,0.0
468,45,남성,의왕시,5380364,41,성공,4749040,631324,문자,2,0,39.0,637,4349,직장인,L0468,30일~90일,0.8826614704878704,2374520.0
469,60,남성,김포시,187916,345,실패,0,187916,전화,14,0,,751,5955,직장인,L0469,90일 이상,0.0,0.0
470,53,여성,안성시,28357661,205,실패,0,28357661,전화,8,0,,405,3356,무직,L0470,90일 이상,0.0,0.0
471,51,여성,고성군,47337306,239,실패,0,47337306,전화,10,3,,479,3547,자영업,L0471,90일 이상,0.0,0.0
472,24,남성,성남시 중원구,4646368,36,성공,4256993,389375,전화,1,0,9.0,551,7114,직장인,L0472,30일~90일,0.9161979851789613,4256993.0
473,26,여성,증평군,30443311,187,성공,20487033,9956278,전화,6,0,152.0,761,2791,자영업,L0473,90일 이상,0.6729567950082697,3414505.5
474,34,남성,이천시,32394354,180,성공,27518224,4876130,전화,8,0,153.0,937,4385,직장인,L0474,90일 이상,0.8494759302809373,3439778.0
475,37,남성,성남시,2258224,206,실패,0,2258224,방문,7,0,,610,3634,직장인,L0475,90일 이상,0.0,0.0
476,33,남성,과천시,39597976,356,성공,31260515,8337461,방문,10,0,258.0,841,5086,직장인,L0476,90일 이상,0.789447293972803,3126051.5
477,45,남성,금산군,42128131,41,성공,26258683,15869448,문자,1,0,33.0,426,2822,직장인,L0477,30일~90일,0.6233051971852253,26258683.0
478,53,여성,진천군,31102447,107,성공,29664363,1438084,전화,5,0,101.0,691,5480,무직,L0478,90일 이상,0.9537629949180526,5932872.6
479,29,여성,괴산군,21595291,282,실패,0,21595291,방문,10,0,,626,5594,직장인,L0479,90일 이상,0.0,0.0
480,54,여성,제천시,17840281,157,성공,10970604,6869677,전화,5,0,149.0,589,7821,자영업,L0480,90일 이상,0.6149344844960682,2194120.8
481,40,남성,금산군,48005659,104,실패,0,48005659,전화,2,0,,557,5443,직장인,L0481,90일 이상,0.0,0.0
482,63,여성,인제군,30554721,59,성공,29637714,917007,전화,3,0,36.0,462,3882,자영업,L0482,30일~90일,0.9699880421097611,9879238.0
483,64,여성,포천시,28455150,207,실패,0,28455150,전화,7,0,,661,2999,직장인,L0483,90일 이상,0.0,0.0
484,23,남성,영동군,24848867,90,성공,22881053,1967814,문자,3,0,83.0,400,4347,직장인,L0484,90일 이상,0.9208087032700525,7627017.666666667
485,41,남성,고양시 일산동구,10737651,47,실패,0,10737651,문자,3,0,,774,4302,무직,L0485,30일~90일,0.0,0.0
486,60,여성,제천시,20125596,357,실패,0,20125596,방문,15,0,,484,7961,직장인,L0486,90일 이상,0.0,0.0
487,28,남성,양평군,14695643,236,실패,0,14695643,전화,8,1,,890,5966,직장인,L0487,90일 이상,0.0,0.0
488,68,남성,화성시,23919784,188,실패,0,23919784,전화,8,0,,469,7882,자영업,L0488,90일 이상,0.0,0.0
489,54,여성,단양군,11933279,195,실패,0,11933279,전화,7,0,,726,4808,자영업,L0489,90일 이상,0.0,0.0
490,64,여성,논산시,49643440,219,실패,0,49643440,방문,7,2,,503,4634,직장인,L0490,90일 이상,0.0,0.0
491,31,여성,안산시 단원구,23674040,202,실패,0,23674040,전화,8,0,,869,4748,직장인,L0491,90일 이상,0.0,0.0
492,28,여성,과천시,24327864,254,실패,0,24327864,전화,9,1,,551,3101,자영업,L0492,90일 이상,0.0,0.0
493,58,남성,청양군,28321443,342,실패,0,28321443,방문,12,0,,928,4879,직장인,L0493,90일 이상,0.0,0.0
494,21,여성,광명시,17010863,11,실패,0,17010863,문자,1,0,,938,7685,직장인,L0494,30일 미만,0.0,0.0
495,22,남성,홍성군,14855715,175,성공,9572378,5283337,전화,8,0,91.0,738,2915,직장인,L0495,90일 이상,0.6443565994635735,1196547.25
496,44,여성,의정부시,43591955,250,성공,37691164,5900791,전화,9,1,210.0,502,3221,직장인,L0496,90일 이상,0.8646357796983412,4187907.111111111
497,47,남성,수원시,22966233,256,실패,0,22966233,전화,8,2,,591,6727,직장인,L0497,90일 이상,0.0,0.0
498,35,남성,충주시,11694017,230,성공,11142743,551274,방문,8,0,178.0,662,6444,직장인,L0498,90일 이상,0.9528584574487963,1392842.875
499,65,여성,안산시 상록구,42671569,32,성공,39613671,3057898,문자,1,0,11.0,936,4934,직장인,L0499,30일~90일,0.9283387493907242,39613671.0
500,64,여성,속초시,19961653,337,실패,0,19961653,전화,11,0,,599,3546,직장인,L0500,90일 이상,0.0,0.0
501,48,남성,용인시,3769559,52,실패,0,3769559,문자,1,0,,894,4198,직장인,L0501,30일~90일,0.0,0.0
502,69,여성,아산시,2583647,319,실패,0,2583647,방문,11,0,,833,3942,직장인,L0502,90일 이상,0.0,0.0
503,44,여성,천안시 동남구,16444096,136,실패,0,16444096,전화,7,2,,544,5246,무직,L0503,90일 이상,0.0,0.0
504,36,여성,수원시 팔달구,30498429,244,성공,29914826,583603,전화,9,0,43.0,573,5170,직장인,L0504,90일 이상,0.980864489774211,3323869.5555555555
505,22,여성,청주시 서원구,10088316,358,실패,0,10088316,전화,11,0,,946,2056,직장인,L0505,90일 이상,0.0,0.0
506,57,여성,당진시,2032745,238,실패,0,2032745,전화,8,3,,725,5166,자영업,L0506,90일 이상,0.0,0.0
507,28,남성,성남시 수정구,35216777,189,성공,34888412,328365,전화,4,0,115.0,433,3117,직장인,L0507,90일 이상,0.9906758929131987,8722103.0
508,40,남성,태안군,31958597,214,성공,22631937,9326660,방문,8,2,212.0,713,2252,직장인,L0508,90일 이상,0.708164285184359,2828992.125
509,45,남성,보령시,2103697,221,성공,1128611,975086,전화,8,0,41.0,687,3967,직장인,L0509,90일 이상,0.5364893328269232,141076.375
510,48,남성,원주시,32775762,127,실패,0,32775762,전화,4,1,,681,3444,직장인,L0510,90일 이상,0.0,0.0
511,63,여성,양양군,25933561,129,실패,0,25933561,전화,5,0,,869,4091,직장인,L0511,90일 이상,0.0,0.0
512,62,여성,안산시 상록구,22476061,127,성공,17858646,4617415,전화,5,0,9.0,411,2915,자영업,L0512,90일 이상,0.7945629796964868,3571729.2
513,34,여성,광명시,43497768,153,실패,0,43497768,방문,6,0,,903,5733,직장인,L0513,90일 이상,0.0,0.0
514,66,여성,제천시,30615738,196,성공,27456090,3159648,방문,7,0,170.0,732,5075,직장인,L0514,90일 이상,0.8967966083326164,3922298.5714285714
515,51,여성,서천군,35863745,104,실패,0,35863745,전화,5,0,,472,5931,자영업,L0515,90일 이상,0.0,0.0
516,20,여성,부천시 오정구,18598119,234,성공,12677949,5920170,전화,8,0,13.0,424,5351,직장인,L0516,90일 이상,0.6816790988378986,1584743.625
517,37,남성,가평군,4246818,163,성공,3914580,332238,전화,7,0,35.0,811,2500,직장인,L0517,90일 이상,0.9217677800178863,559225.7142857143
518,64,여성,이천시,8621988,294,실패,0,8621988,방문,10,0,,910,4291,직장인,L0518,90일 이상,0.0,0.0
519,66,여성,부천시 소사구,22913366,326,실패,0,22913366,전화,10,0,,790,7739,직장인,L0519,90일 이상,0.0,0.0
520,42,여성,수원시 장안구,4273274,174,실패,0,4273274,전화,7,0,,457,4370,직장인,L0520,90일 이상,0.0,0.0
521,39,남성,영동군,8419213,179,실패,0,8419213,방문,7,1,,437,5433,직장인,L0521,90일 이상,0.0,0.0
522,53,여성,논산시,23160715,156,성공,22345034,815681,전화,5,2,87.0,588,2498,무직,L0522,90일 이상,0.9647817003922374,4469006.8
523,67,여성,안양시 동안구,37982087,34,성공,37575643,406444,문자,3,0,8.0,761,2116,자영업,L0523,30일~90일,0.9892990608967853,12525214.333333334
524,25,남성,청양군,47194325,301,실패,0,47194325,방문,10,2,,894,3300,직장인,L0524,90일 이상,0.0,0.0
525,37,남성,충주시,2136741,183,성공,1071814,1064927,전화,6,0,23.0,612,5545,직장인,L0525,90일 이상,0.5016115663994841,178635.66666666666
526,41,여성,안양시 만안구,29592090,176,실패,0,29592090,전화,7,0,,732,5725,직장인,L0526,90일 이상,0.0,0.0
527,43,남성,태안군,43946444,266,실패,0,43946444,전화,10,3,,581,2457,직장인,L0527,90일 이상,0.0,0.0
528,64,남성,안양시,23444516,347,실패,0,23444516,방문,13,1,,577,7324,자영업,L0528,90일 이상,0.0,0.0
529,36,남성,태안군,46987754,18,성공,43855799,3131955,문자,1,0,9.0,635,2975,직장인,L0529,30일 미만,0.9333452924776954,43855799.0
530,60,여성,과천시,23450090,268,실패,0,23450090,방문,10,2,,874,4943,직장인,L0530,90일 이상,0.0,0.0
531,20,남성,부천시,41553507,358,실패,0,41553507,전화,11,3,,455,7683,직장인,L0531,90일 이상,0.0,0.0
532,32,남성,고성군,24372625,67,성공,20202012,4170613,문자,5,0,39.0,680,7339,자영업,L0532,30일~90일,0.8288812550966504,4040402.4
533,54,남성,성남시,3217884,256,성공,2679256,538628,전화,11,2,83.0,708,7099,무직,L0533,90일 이상,0.8326142272375263,243568.72727272726
534,34,여성,남양주시,4603210,306,실패,0,4603210,전화,10,0,,620,5670,직장인,L0534,90일 이상,0.0,0.0
535,57,남성,제천시,1847042,302,실패,0,1847042,전화,12,0,,675,5907,직장인,L0535,90일 이상,0.0,0.0
536,31,남성,고양시 일산서구,2184366,56,성공,1637420,546946,문자,2,0,10.0,702,2303,직장인,L0536,30일~90일,0.7496088109776475,818710.0
537,34,여성,의정부시,6172567,343,실패,0,6172567,방문,13,0,,598,7214,직장인,L0537,90일 이상,0.0,0.0
538,29,남성,영월군,24835407,135,성공,16443443,8391964,방문,6,0,37.0,655,6206,직장인,L0538,90일 이상,0.6620967798111784,2740573.8333333335
539,66,남성,아산시,13388364,333,실패,0,13388364,방문,11,1,,599,4003,무직,L0539,90일 이상,0.0,0.0
540,55,남성,안산시 단원구,42849653,152,성공,28461021,14388632,방문,6,0,5.0,674,4453,직장인,L0540,90일 이상,0.6642065689540123,4743503.5
541,20,여성,수원시,4650670,71,성공,4587445,63225,문자,3,0,26.0,859,7846,자영업,L0541,30일~90일,0.9864051846293115,1529148.3333333333
542,55,여성,여주시,3266271,55,성공,2160686,1105585,문자,3,0,12.0,461,4297,직장인,L0542,30일~90일,0.6615146140660099,720228.6666666666
543,64,남성,성남시,42990705,126,실패,0,42990705,전화,4,0,,503,7922,직장인,L0543,90일 이상,0.0,0.0
544,58,여성,성남시,27744163,262,실패,0,27744163,전화,10,0,,653,4236,직장인,L0544,90일 이상,0.0,0.0
545,45,여성,원주시,44156281,146,실패,0,44156281,방문,5,0,,739,4482,직장인,L0545,90일 이상,0.0,0.0
546,54,남성,금산군,41858091,104,성공,26348772,15509319,전화,4,0,91.0,598,7550,무직,L0546,90일 이상,0.6294785875447593,6587193.0
547,64,남성,양양군,36799033,160,성공,21791583,15007450,전화,6,0,133.0,781,4770,직장인,L0547,90일 이상,0.5921781422897716,3631930.5
548,48,여성,성남시 중원구,26825466,239,실패,0,26825466,방문,9,1,,860,4886,직장인,L0548,90일 이상,0.0,0.0
549,35,여성,논산시,17004710,174,실패,0,17004710,방문,7,0,,683,3775,무직,L0549,90일 이상,0.0,0.0
550,69,여성,홍성군,31051635,2,성공,17315455,13736180,문자,1,0,1.0,897,4615,무직,L0550,30일 미만,0.5576342437362799,17315455.0
551,58,남성,수원시 영통구,5259922,53,성공,3324723,1935199,문자,2,0,33.0,429,4343,직장인,L0551,30일~90일,0.6320859891078233,1662361.5
552,32,남성,당진시,18353587,46,성공,12605563,5748024,문자,2,0,1.0,780,3488,무직,L0552,30일~90일,0.6868174052298333,6302781.5
553,30,남성,철원군,44948329,73,성공,33608681,11339648,전화,5,0,43.0,667,3718,자영업,L0553,30일~90일,0.7477181409791674,6721736.2
554,39,여성,시흥시,41696694,361,실패,0,41696694,전화,11,4,,504,6381,무직,L0554,90일 이상,0.0,0.0
555,45,여성,청주시 청원구,19722498,358,성공,16006133,3716365,전화,11,0,291.0,911,2493,직장인,L0555,90일 이상,0.8115672264233466,1455103.0
556,36,여성,옥천군,34103752,93,성공,31426408,2677344,방문,4,0,36.0,498,3130,직장인,L0556,90일 이상,0.9214941511420797,7856602.0
557,26,여성,단양군,25641672,207,실패,0,25641672,전화,7,0,,733,5995,직장인,L0557,90일 이상,0.0,0.0
558,24,남성,수원시 팔달구,46575238,173,성공,43993003,2582235,전화,8,1,15.0,514,2472,무직,L0558,90일 이상,0.9445577712345775,5499125.375
559,57,여성,삼척시,31415365,139,성공,28404252,3011113,방문,4,0,135.0,432,4166,직장인,L0559,90일 이상,0.9041515831504743,7101063.0
560,65,남성,안양시 동안구,20131583,238,실패,0,20131583,전화,9,0,,550,5924,직장인,L0560,90일 이상,0.0,0.0
561,40,여성,의정부시,22481071,32,성공,19233273,3247798,문자,1,0,14.0,892,3483,자영업,L0561,30일~90일,0.8555318828004235,19233273.0
562,45,여성,아산시,36925977,45,성공,21781216,15144761,문자,3,0,10.0,513,2841,직장인,L0562,30일~90일,0.589861603391022,7260405.333333333
563,33,남성,용인시 기흥구,10634493,97,성공,7220129,3414364,방문,5,0,11.0,759,2356,직장인,L0563,90일 이상,0.6789349525172474,1444025.8
564,46,남성,청주시 상당구,20908876,186,실패,0,20908876,전화,5,0,,749,4718,직장인,L0564,90일 이상,0.0,0.0
565,61,여성,삼척시,20496016,74,실패,0,20496016,문자,2,0,,833,3773,직장인,L0565,30일~90일,0.0,0.0
566,48,남성,원주시,15794394,241,성공,11759026,4035368,전화,9,2,65.0,646,6456,직장인,L0566,90일 이상,0.7445063102769248,1306558.4444444445
567,40,여성,홍성군,19466036,284,실패,0,19466036,전화,11,4,,780,3078,직장인,L0567,90일 이상,0.0,0.0
568,61,여성,단양군,43179346,198,실패,0,43179346,전화,6,0,,771,4941,직장인,L0568,90일 이상,0.0,0.0
569,24,여성,천안시 동남구,11293139,111,성공,5743856,5549283,방문,4,1,8.0,617,7710,직장인,L0569,90일 이상,0.508614655323024,1435964.0
570,37,남성,당진시,15836188,182,성공,14428244,1407944,방문,6,2,107.0,494,3396,직장인,L0570,90일 이상,0.9110932504716412,2404707.3333333335
571,51,남성,안산시 상록구,16904987,69,실패,0,16904987,문자,3,0,,788,4894,직장인,L0571,30일~90일,0.0,0.0
572,29,남성,평택시,2964030,318,실패,0,2964030,전화,11,1,,441,3820,자영업,L0572,90일 이상,0.0,0.0
573,49,여성,청양군,38443708,259,성공,27012360,11431348,전화,9,0,85.0,841,3889,직장인,L0573,90일 이상,0.7026471015751135,3001373.3333333335
574,58,남성,과천시,29607448,167,실패,0,29607448,방문,7,0,,578,6716,직장인,L0574,90일 이상,0.0,0.0
575,62,남성,시흥시,46319059,318,실패,0,46319059,전화,12,0,,897,6584,직장인,L0575,90일 이상,0.0,0.0
576,56,여성,철원군,27632473,68,성공,17576078,10056395,문자,3,0,35.0,413,2978,자영업,L0576,30일~90일,0.6360660517066279,5858692.666666667
577,26,여성,홍천군,19317322,107,성공,13185611,6131711,전화,4,0,78.0,631,6446,직장인,L0577,90일 이상,0.682579655710041,3296402.75
578,40,남성,청주시 청원구,17762820,253,실패,0,17762820,전화,9,1,,863,4546,직장인,L0578,90일 이상,0.0,0.0
579,37,남성,강릉시,7464338,32,성공,6552057,912281,문자,2,0,1.0,410,4209,직장인,L0579,30일~90일,0.8777813920002014,3276028.5
580,24,여성,안양시 동안구,39486915,94,실패,0,39486915,전화,5,0,,754,5657,직장인,L0580,90일 이상,0.0,0.0
581,28,여성,고양시 일산서구,34867280,321,실패,0,34867280,전화,11,0,,474,7505,자영업,L0581,90일 이상,0.0,0.0
582,33,남성,안산시 단원구,7026810,242,실패,0,7026810,방문,9,0,,721,5171,직장인,L0582,90일 이상,0.0,0.0
583,49,여성,음성군,27791944,251,성공,20525722,7266222,전화,9,0,161.0,829,3000,직장인,L0583,90일 이상,0.7385493436515272,2280635.777777778
584,33,남성,진천군,34249737,343,실패,0,34249737,전화,13,1,,678,2076,직장인,L0584,90일 이상,0.0,0.0
585,63,여성,청주시 청원구,4082189,280,성공,3281252,800937,전화,10,0,11.0,561,6884,직장인,L0585,90일 이상,0.8037971784255947,328125.2
586,49,남성,서천군,7196849,128,실패,0,7196849,전화,4,0,,658,2760,직장인,L0586,90일 이상,0.0,0.0
587,27,남성,용인시 기흥구,49514815,21,성공,42624070,6890745,문자,1,0,17.0,478,6550,직장인,L0587,30일 미만,0.8608346814988604,42624070.0
588,46,남성,영월군,47264536,123,실패,0,47264536,전화,5,0,,449,3843,무직,L0588,90일 이상,0.0,0.0
589,38,남성,화천군,44328360,118,성공,29882291,14446069,방문,4,0,16.0,407,3846,직장인,L0589,90일 이상,0.6741122613153295,7470572.75
590,31,여성,속초시,28140976,308,성공,25341303,2799673,전화,9,0,89.0,721,3855,무직,L0590,90일 이상,0.9005125835010129,2815700.3333333335
591,20,남성,고양시 덕양구,38754291,276,성공,36837005,1917286,전화,10,0,52.0,897,3385,무직,L0591,90일 이상,0.9505271300150995,3683700.5
592,37,여성,안양시 만안구,1000253,152,성공,729322,270931,전화,8,0,93.0,728,3812,직장인,L0592,90일 이상,0.729137528205364,91165.25
593,36,남성,강릉시,41251107,235,성공,35560464,5690643,전화,8,1,180.0,684,2573,직장인,L0593,90일 이상,0.8620487202925246,4445058.0
594,41,남성,홍성군,6366428,191,실패,0,6366428,전화,9,0,,441,4116,직장인,L0594,90일 이상,0.0,0.0
595,27,여성,파주시,38409526,198,성공,35438649,2970877,전화,6,0,72.0,628,7127,직장인,L0595,90일 이상,0.9226525992536331,5906441.5
596,44,남성,인제군,15538091,160,성공,12754687,2783404,전화,6,1,35.0,828,4838,자영업,L0596,90일 이상,0.8208657678732864,2125781.1666666665
597,66,여성,부천시 오정구,47461643,286,성공,40888905,6572738,방문,12,1,79.0,423,7557,직장인,L0597,90일 이상,0.8615147393864978,3407408.75
598,48,남성,안산시 상록구,42659389,163,성공,26344898,16314491,방문,6,0,77.0,436,5617,직장인,L0598,90일 이상,0.6175638849398429,4390816.333333333
599,69,여성,안산시,46765869,283,실패,0,46765869,방문,10,0,,884,3120,직장인,L0599,90일 이상,0.0,0.0
600,43,여성,성남시 중원구,46489751,150,실패,0,46489751,전화,4,0,,664,6290,무직,L0600,90일 이상,0.0,0.0
601,27,여성,연천군,31729102,226,실패,0,31729102,방문,6,0,,763,3628,직장인,L0601,90일 이상,0.0,0.0
602,65,남성,부천시 소사구,32310386,266,성공,17457815,14852571,전화,10,0,177.0,538,4839,자영업,L0602,90일 이상,0.5403158909955456,1745781.5
603,66,남성,수원시 영통구,4392087,320,성공,4312004,80083,전화,10,1,279.0,651,6509,자영업,L0603,90일 이상,0.9817665269381048,431200.4
604,22,여성,삼척시,27272175,151,실패,0,27272175,방문,4,0,,641,6224,무직,L0604,90일 이상,0.0,0.0
